number,input_file,output_file,frames,width,height,source_has_transparency,status,note
684,output-gif-all\shoutmon-x7-superior-mode.gif,output-webm-all\shoutmon-x7-superior-mode.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
685,output-gif-all\shoutmon-x7.gif,output-webm-all\shoutmon-x7.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
686,output-gif-all\shoutmon.gif,output-webm-all\shoutmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
687,output-gif-all\shroudmon.gif,output-webm-all\shroudmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
688,output-gif-all\shurimon.gif,output-webm-all\shurimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
689,output-gif-all\shutumon.gif,output-webm-all\shutumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
690,output-gif-all\siesamon.gif,output-webm-all\siesamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
691,output-gif-all\silphymon.gif,output-webm-all\silphymon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
692,output-gif-all\sinduramon.gif,output-webm-all\sinduramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
693,output-gif-all\sirenmon.gif,output-webm-all\sirenmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
694,output-gif-all\siriusmon.gif,output-webm-all\siriusmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
695,output-gif-all\skull-baluchimon.gif,output-webm-all\skull-baluchimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
696,output-gif-all\skull-greymon.gif,output-webm-all\skull-greymon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
697,output-gif-all\skull-mammon.gif,output-webm-all\skull-mammon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
698,output-gif-all\skull-satamon.gif,output-webm-all\skull-satamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
699,output-gif-all\slayerdramon.gif,output-webm-all\slayerdramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
700,output-gif-all\snatchmon.gif,output-webm-all\snatchmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
701,output-gif-all\snimon.gif,output-webm-all\snimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
702,output-gif-all\snow-goblimon.gif,output-webm-all\snow-goblimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
703,output-gif-all\soloogarmon.gif,output-webm-all\soloogarmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
704,output-gif-all\sora-takenouchi.gif,output-webm-all\sora-takenouchi.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
705,output-gif-all\spadamon.gif,output-webm-all\spadamon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
706,output-gif-all\sparrowmon.gif,output-webm-all\sparrowmon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
707,output-gif-all\spinomon.gif,output-webm-all\spinomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
708,output-gif-all\splashmon.gif,output-webm-all\splashmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
709,output-gif-all\starmon.gif,output-webm-all\starmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
710,output-gif-all\starmons.gif,output-webm-all\starmons.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
711,output-gif-all\stiffilmon.gif,output-webm-all\stiffilmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
712,output-gif-all\stingmon.gif,output-webm-all\stingmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
713,output-gif-all\strabimon.gif,output-webm-all\strabimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
714,output-gif-all\strikedramon.gif,output-webm-all\strikedramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
715,output-gif-all\submarimon.gif,output-webm-all\submarimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
716,output-gif-all\sunamon.gif,output-webm-all\sunamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
717,output-gif-all\sunarizamon.gif,output-webm-all\sunarizamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
718,output-gif-all\sunflowmon.gif,output-webm-all\sunflowmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
719,output-gif-all\super-starmon.gif,output-webm-all\super-starmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
720,output-gif-all\susanoomon.gif,output-webm-all\susanoomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
721,output-gif-all\symbare-angoramon.gif,output-webm-all\symbare-angoramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
722,output-gif-all\tailmon.gif,output-webm-all\tailmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
723,output-gif-all\takinmon.gif,output-webm-all\takinmon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
724,output-gif-all\takutoumon-wrath-mode.gif,output-webm-all\takutoumon-wrath-mode.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
725,output-gif-all\takutoumon.gif,output-webm-all\takutoumon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
726,output-gif-all\tanemon.gif,output-webm-all\tanemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
727,output-gif-all\tankdramon.gif,output-webm-all\tankdramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
728,output-gif-all\tankmon.gif,output-webm-all\tankmon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
729,output-gif-all\taomon.gif,output-webm-all\taomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
730,output-gif-all\tempomon.gif,output-webm-all\tempomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
731,output-gif-all\tengumon.gif,output-webm-all\tengumon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
732,output-gif-all\tenkomon.gif,output-webm-all\tenkomon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
733,output-gif-all\tentomon.gif,output-webm-all\tentomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
734,output-gif-all\terriermon.gif,output-webm-all\terriermon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
735,output-gif-all\tesla-jellymon.gif,output-webm-all\tesla-jellymon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
736,output-gif-all\thetismon.gif,output-webm-all\thetismon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
737,output-gif-all\thunderballmon.gif,output-webm-all\thunderballmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
738,output-gif-all\thunderbirmon.gif,output-webm-all\thunderbirmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
739,output-gif-all\tia-ludomon.gif,output-webm-all\tia-ludomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
740,output-gif-all\tiger-vespamon.gif,output-webm-all\tiger-vespamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
741,output-gif-all\tinkermon.gif,output-webm-all\tinkermon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
742,output-gif-all\tlalocmon.gif,output-webm-all\tlalocmon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
743,output-gif-all\tobiumon.gif,output-webm-all\tobiumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
744,output-gif-all\togemon.gif,output-webm-all\togemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
745,output-gif-all\tokomon.gif,output-webm-all\tokomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
746,output-gif-all\tomorimon.gif,output-webm-all\tomorimon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
747,output-gif-all\tonosama-gekomon.gif,output-webm-all\tonosama-gekomon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
748,output-gif-all\toropiamon.gif,output-webm-all\toropiamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
749,output-gif-all\tortamon.gif,output-webm-all\tortamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
750,output-gif-all\toy-agumon.gif,output-webm-all\toy-agumon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
751,output-gif-all\training.gif,output-webm-all\training.webm,2,1088,576,False,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
752,output-gif-all\triceramon.gif,output-webm-all\triceramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
753,output-gif-all\tsubumon.gif,output-webm-all\tsubumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
754,output-gif-all\tsunomon.gif,output-webm-all\tsunomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
755,output-gif-all\turuiemon.gif,output-webm-all\turuiemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
756,output-gif-all\tuskmon.gif,output-webm-all\tuskmon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
757,output-gif-all\tyilinmon.gif,output-webm-all\tyilinmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
758,output-gif-all\tyranomon.gif,output-webm-all\tyranomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
759,output-gif-all\tyrant-kabuterimon.gif,output-webm-all\tyrant-kabuterimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
760,output-gif-all\ukkomon.gif,output-webm-all\ukkomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
761,output-gif-all\ulforce-v-dramon.gif,output-webm-all\ulforce-v-dramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
762,output-gif-all\ultimate-brachiomon.gif,output-webm-all\ultimate-brachiomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
763,output-gif-all\unimon.gif,output-webm-all\unimon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
764,output-gif-all\upamon.gif,output-webm-all\upamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
765,output-gif-all\v-dramon.gif,output-webm-all\v-dramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
766,output-gif-all\v-mon.gif,output-webm-all\v-mon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
767,output-gif-all\vademon.gif,output-webm-all\vademon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
768,output-gif-all\vajramon.gif,output-webm-all\vajramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
769,output-gif-all\valkyrimon.gif,output-webm-all\valkyrimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
770,output-gif-all\valvemon.gif,output-webm-all\valvemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
771,output-gif-all\vamdemon.gif,output-webm-all\vamdemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
772,output-gif-all\vegimon.gif,output-webm-all\vegimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
773,output-gif-all\velgrmon.gif,output-webm-all\velgrmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
774,output-gif-all\venom-vamdemon.gif,output-webm-all\venom-vamdemon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
775,output-gif-all\vermillimon.gif,output-webm-all\vermillimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
776,output-gif-all\victory-greymon.gif,output-webm-all\victory-greymon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
777,output-gif-all\vikaralamon.gif,output-webm-all\vikaralamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
778,output-gif-all\vikemon.gif,output-webm-all\vikemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
779,output-gif-all\volcamon.gif,output-webm-all\volcamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
780,output-gif-all\volcanicdramon.gif,output-webm-all\volcanicdramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
781,output-gif-all\voltobautamon.gif,output-webm-all\voltobautamon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
782,output-gif-all\vorvomon.gif,output-webm-all\vorvomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
783,output-gif-all\vritramon.gif,output-webm-all\vritramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
784,output-gif-all\vulturemon.gif,output-webm-all\vulturemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
785,output-gif-all\wankomon.gif,output-webm-all\wankomon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
786,output-gif-all\wanyamon.gif,output-webm-all\wanyamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
787,output-gif-all\war-greymon.gif,output-webm-all\war-greymon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
788,output-gif-all\waru-monzaemon.gif,output-webm-all\waru-monzaemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
789,output-gif-all\waru-seadramon.gif,output-webm-all\waru-seadramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
790,output-gif-all\waspmon.gif,output-webm-all\waspmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
791,output-gif-all\weathered-medal.gif,output-webm-all\weathered-medal.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
792,output-gif-all\wendimon.gif,output-webm-all\wendimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
793,output-gif-all\were-garurumon-black.gif,output-webm-all\were-garurumon-black.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
794,output-gif-all\were-garurumon-saggitarius-mode.gif,output-webm-all\were-garurumon-saggitarius-mode.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
795,output-gif-all\were-garurumon.gif,output-webm-all\were-garurumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
796,output-gif-all\wezen-gammamon.gif,output-webm-all\wezen-gammamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
797,output-gif-all\whamon.gif,output-webm-all\whamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
798,output-gif-all\wingdramon.gif,output-webm-all\wingdramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
799,output-gif-all\wisemon.gif,output-webm-all\wisemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
800,output-gif-all\wizarmon.gif,output-webm-all\wizarmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
801,output-gif-all\wolfmon.gif,output-webm-all\wolfmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
802,output-gif-all\woodmon.gif,output-webm-all\woodmon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
803,output-gif-all\wormmon.gif,output-webm-all\wormmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
804,output-gif-all\xiangpengmon.gif,output-webm-all\xiangpengmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
805,output-gif-all\xingtianmon.gif,output-webm-all\xingtianmon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
806,output-gif-all\xiquemon.gif,output-webm-all\xiquemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
807,output-gif-all\xv-mon.gif,output-webm-all\xv-mon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
808,output-gif-all\yaamon.gif,output-webm-all\yaamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
809,output-gif-all\yatagaramon-2006.gif,output-webm-all\yatagaramon-2006.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
810,output-gif-all\youkomon.gif,output-webm-all\youkomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
811,output-gif-all\yukidarumon.gif,output-webm-all\yukidarumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
812,output-gif-all\yukimibotamon.gif,output-webm-all\yukimibotamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
813,output-gif-all\yukinamon.gif,output-webm-all\yukinamon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
814,output-gif-all\yuramon.gif,output-webm-all\yuramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
815,output-gif-all\z-d-garurumon.gif,output-webm-all\z-d-garurumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
816,output-gif-all\zamielmon.gif,output-webm-all\zamielmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
817,output-gif-all\zanbamon.gif,output-webm-all\zanbamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
818,output-gif-all\zanmetsumon.gif,output-webm-all\zanmetsumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
819,output-gif-all\zassoumon.gif,output-webm-all\zassoumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
820,output-gif-all\zeke-greymon.gif,output-webm-all\zeke-greymon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
821,output-gif-all\zephagamon.gif,output-webm-all\zephagamon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
822,output-gif-all\zerimon.gif,output-webm-all\zerimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
823,output-gif-all\zubaeagermon.gif,output-webm-all\zubaeagermon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
824,output-gif-all\zubamon.gif,output-webm-all\zubamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
825,output-gif-all\zudomon.gif,output-webm-all\zudomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
826,output-gif-all\zurumon.gif,output-webm-all\zurumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
